address,namespace,category,blockchain
0xa57b8d98dae62b26ec3bcc4a365338157060b234,aura,yield,ethereum
0xcd4722b7c24c29e0413bdcd9e51404b4539d14ae,balancer_v2,gauge,ethereum
0xd973e86547e810117db131b94708f429a463535e,balancer_v2,gauge,ethereum
0xf7b0751fea697cf1a541a5f57d11058a8fb794ee,TBD,TBD,TBD
0x9008d19f58aabd9ed0d60971565aa8510560ab41,cow_protocol,others,ethereum
0xc2c2304e163e1ab53de2eeb08820a0b592bec20b,balancer_v2,liquidity_pool,ethereum
0x84273bba41cd0ec99f59b5b4c85783cf514e4e1a,euler,lending,ethereum
0xcec2981d8047c401f2a4e972a7e5ada3f5ecf838,euler,lending,ethereum
0xcec2981d8047c401f2a4e972a7e5ada3f5ecf838,euler,lending,ethereum
0x22c5cf8fc9891f8ef5a5e8630b95115018a09736,euler,lending,ethereum
0x15e27d72a6e95318e6b0e5e4a42b3b6ca22f09a7,euler,lending,ethereum
0x488fb8371ad8b20e39e3ce99d267e26c171b7d10,gnosis_safe,multisig,ethereum
0xa357af9430e4504419a7a05e217d4a490ecec6fa,idle,liquidity_pool,ethereum
0xd7c1b48877a7dfa7d51cf1144c89c0a3f134f935,idle,others,ethereum
0xfa8e3886920548dfa541709597083e30af7e1045,gnosis_safe,multisig,ethereum
0xe6bcb55f45af6a2895fadbd644ced981bfa825cb,kyberswap,liquidity_pool,ethereum
0xc5d2fcd426a648b2cabf14aabafc9a87801d4b40,kyberswap,liquidity_pool,ethereum
0xf6a7849c24d0392bc0af6dc4ccfc745073ccc539,instadapp,defi_aggr,ethereum
0x8f157b9a0cc30c4d5d677984ca778b3ac08896c4,TBD,TBD,TBD
0x65736a137cd4629454bb0226704deec0aef5aded,proxy_multisig,multisig,ethereum
0x4e7e7fcf2e0d25e4a4f008d0184ef614f1803227,gnosis_safe,multisig,ethereum
0x1ed5b46a8c708425308bcf3239ff1a57e7cacd09,gnosis_safe,multisig,ethereum
0x8e0a8a5c1e5b3ac0670ea5a613bb15724d51fc37,idle,liquidity_pool,ethereum
0xf6539bb5e98ff9c5fca222225263a883d709cdd4,instadapp,defi_aggr,ethereum
0x64627901dadb46ed7f275fd4fc87d086cff1e6e3,equilibria,yield,ethereum
0xc3863cccd012f8e45d72ec87c5a9c4f77e1c7549,pendle,yield,ethereum
0x34280882267ffa6383b363e278b027be083bbe3b,pendle,yield,ethereum
0xf3abc972a0f537c1119c990d422463b93227cd83,pendle,yield,ethereum
0xd0354d4e7bcf345fb117cabe41acadb724eccca2,pendle,yield,ethereum
0xc374f7ec85f8c7de3207a10bb1978ba104bda3b2,pendle,yield,ethereum
0x37fec7b2f36f3bbae956262f46ddf21830fa68ef,pendle,yield,ethereum
0x98bbd32a65693356f95d777080fb8eb830389288,gnosis_safe,multisig,ethereum
0x19157d43d5f8d6b6c5082be53f05fb35f390a3dd,gnosis_safe,multisig,ethereum
0xe979438b331b28d3246f8444b74cab0f874b40e8,proxy,multisig,ethereum
0xdafca7a5e3b67b8f36c1fdd7691ed85bbb54cc18,gnosis_safe,multisig,ethereum
0x6e799758cee75dae3d84e09d40dc416ecf713652,unknown13,others,ethereum
0xc4df03bd399459d509c4835a368f5f201942b9fd,TBD,TBD,TBD
0xd0bf01f01eda5de2f90d3927796c31c7cf9db809,instadapp,defi_aggr,ethereum
0xea8d287e23f1e005fa8bd3c9d1efae2c726db9a4,proxy_multisig,multisig,ethereum
0xa2e3a2ca689c00f08f34b62ccc73b1477ef1f658,gnosis_safe,multisig,ethereum
0x8e884c724edded0bb4fc659b96511a48d8f1c39d,instadapp,defi_aggr,ethereum
0x2ecc4af585516b41a23e0068ac88674563561027,gnosis_safe,multisig,ethereum
0x8b4334d4812c530574bd4f2763fcd22de94a969b,tokemak,treasury,ethereum
0xddbe747d357f0678193efc36a1ae20a2a55d01b4,uniswap_v3,liquidity_pool,arbitrum
0x06a0ccfb89e9b2814afca6637c22ed83909739ee,green.eth,others,ethereum
0xb61953961b63182e9b724d0a45178af0cc99176f,gammax_exchange_treasury,treasury,ethereum
0x6215daea5b3e266f841fad9b2566c5d00a6d2dcc,proxy_multisig,multisig,ethereum
0x447ddd4960d9fdbf6af9a790560d0af76795cb08,curve,liquidity_pool,ethereum
0xc037af4cc87a7f736f3e05c5b8347576c8ebb79a,gnosis_safe,multisig,ethereum
0xab502a6fb9b9984341e77716b36484ac13dddc62,gnosis_safe,multisig,ethereum
0x0697b0a2cbb1f947f51a9845b715e9eab3f89b4f,tempus_sers,yield,ethereum
0x08df64083cb978c8c1aa3c8772c600f9a6ee243d,gnosis_safe,multisig,ethereum
0x889edc2edab5f40e902b864ad4d7ade8e412f9b1,lido:withdrawal_queue,unstaking,ethereum
0x4854ad1555d475c5c0d66589eb246fbe672129b3,uniswap_v3,liquidity_pool,arbitrum
0xb90b9b1f91a01ea22a182cd84c1e22222e39b415,curve,liquidity_pool,optimism
0x71780dc93d482809593e881f78ebbb409963e373,gearbox,lending,ethereum
0x463f9ed5e11764eb9029762011a03643603ad879,pods_finance,yield,ethereum
0xbfd291da8a403daaf7e5e9dc1ec0aceacd4848b9,dforce,lending,ethereum
0xc7599b60f05639f93d26e58d56d90c526a6e7575,gnosis_safe,multisig,ethereum
0x60cf9d61370d44ccf55289aebea33a072d9f93bd,gnosis_safe,multisig,ethereum
0xeaa7723633cf598e872d611f5ec50a45b65cbc72,gnosis_safe,multisig,ethereum
0xbb00101b19c0b1511730aca582fbcc3c25fe9e9e,para_space,lending,ethereum
0xef0881ec094552b2e128cf945ef17a6752b4ec5d,sushiSwap,liquidity_pool,ethereum
0x993defde3e6ef50610eb6d994823dc82565ad3ba,uniswap_v3,liquidity_pool,polygon
0x3ee18b2214aff97000d974cf647e7c347e8fa585,wormhole,bridge,ethereum
0x7a75e85d6d3f0b6d7363a5d7f23adc25101131e7,gnosis_safe,multisig,ethereum
0xd0895493c347f163bdb67c310af477db1d03f547,gnosis_safe,multisig,ethereum
0x4028daac072e492d34a3afdbef0ba7e35d8b55c4,uniswap_v2,liquidity_pool,ethereum
0xf825f87546424656444506bdde3ae5554e4be933,proxy_multisig,multisig,ethereum
0x78789651b58179b2d90af90c8e5b4f5e4a4182ce,proxy,others,ethereum
0x2b037456b95d37fb302ad361c2c0f50697ac37c9,beefy,yield,optimism
0xab08b0c9dadc343d3795dae5973925c3b6e39977,kyberswap,liquidity_pool,polygon
0x4f5717f1efdec78a960f08871903b394e7ea95ed,silo,lending,ethereum
0x798576f0b501a8eb61d914249676e3878584b2ee,proxy_multisig,multisig,ethereum
0xa4108aa1ec4967f8b52220a4f7e94a8201f2d906,gravity_bridge,bridge,ethereum
0x401f6c983ea34274ec46f84d70b31c151321188b,polygon_bridge,bridge,ethereum
0xca3280d18993ecc04a14d031ccc0a58a6d4f8a92,gearbox,lending,ethereum
0x5f411b4485741e5a437fcc1ef103fbeb461158ca,gnosis_safe,multisig,ethereum
0x1390047a78a029383d0adcc1adb5053b8fa3243f,gnosis_safe,multisig,ethereum
0x4afe1df6cc422b2da695a69da888c685704a975d,gnosis_safe,multisig,ethereum
0x852f3dfc3ab2dbf5984443dc780e174b31dfb184,argent,proxy,ethereum
0x4b3488123649e8a671097071a02da8537fe09a16,dforce,lending,optimism
0x7178f61694ba9109205b8d6f686282307625e62d,velodrome,liquidity_pool,optimism
0x6da98bde0068d10ddd11b468b197ea97d96f96bc,velodrome,liquidity_pool,optimism
0x7ad2c85e3092a3876a0b4b345df8c72fc6c9636f,argent,proxy,ethereum
0x498b990c15c31b41b19e3160b3767f513a8c0dbd,uniswap_v3,liquidity_pool,optimism
0xff1f2b4adb9df6fc8eafecdcbf96a2b351680455,aztec_v2,bridge,ethereum
0xda495f89606d907c20a5b3e64c1b29093bdc7041,gnosis_safe,multisig,ethereum
0xa39b956210116e6ebca0716235520342c260246b,gearbox,lending,ethereum
0xeb37e481050c18a9c86e669cd23cf672e4594339,gnosis_safe,multisig,ethereum
0xef13101c5bbd737cfb2bf00bbd38c626ad6952f7,paraswap_v5,liquidity_pool,ethereum
0x7f0a0c7149a46bf943ccd412da687144b49c6014,catinaboxcdp,lending,ethereum
0xc8fd1f1e059d97ec71ae566dd6ca788dc92f36af,pendle,yield,arbitrum
0x80c12d5b6cc494632bf11b03f09436c8b61cc5df,pendle,yield,arbitrum
0xbc70f52206c48f9b23cf280e341820ec7e45f6e5,gearbox,lending,ethereum
0xdf66b439dbf1bd3a92ad89b7aa008c48df9cf370,gearbox,lending,ethereum
0xf1104ef28d611fcca6ccb2a91c411ea0671b317b,gnosis_safe,multisig,ethereum
0x9a67f1940164d0318612b497e8e6038f902a00a4,keeperdao,treasury,ethereum
0xce4388465330a937929ad892657640fb1805da93,gamma,liquidity_pool,polygon
0xce4388465330a937929ad892657640fb1805da93,beefy,yield,polygon
0xce4388465330a937929ad892657640fb1805da93,beefy,yield,arbitrum
0x76d9a4076c086f77f4cdded72674d4b153cb4569,gnosis_safe,multisig,ethereum
0x8ef11fa9d66b1ad1c75a2d1b746358c3780e34f3,gnosis_safe,multisig,ethereum
0xc977cbadd359ae06b236d9581e37fd5a03e54b84,paragons_treasury,treasury,ethereum
0x6eb2dc694eb516b16dc9fbc678c60052bbdd7d80,curve,liquidity_pool,arbitrum
0xcafea35ce5a2fc4ced4464da4349f81a122fd12b,nexus_mutual,insurance,ethereum
0x613145675395c63863a52fe0c8cf141c0f07a8a1,gnosis_safe,multisig,ethereum
0x439cac149b935ae1d726569800972e1669d17094,idol,others,ethereum
0xfd527d8afbd049b3e307e27eeebb135552b2d81b,instadapp,defi_aggr,ethereum
0x680becbf3ae0a18a0fbcdbf4b7e60cf4560ad578,gnosis_safe,multisig,ethereum
0x1888fa9d58d19d1fe5532b63e5b3cef08158334e,argent,proxy,ethereum
0x0fa3433cd67b1c3d024d67c61aaa018b46456fe6,gnosis_safe,multisig,ethereum
0xfdd86a96f47015d9c457c841e1d52d06ede16a92,proxy_multisig,multisig,ethereum
0xb567fc49a209c8c892dbd6d5c118f0e25c96fcc1,gnosis_safe,multisig,ethereum
0x3bbdca01f54aada872216e2e5b3172f8bed0f755,unknown2,others,ethereum
0x27182842e098f60e3d576794a5bffb0777e025d3,euler,lending,ethereum
0xa978d807614c3bfb0f90bc282019b2898c617880,inverse_finance,lending,ethereum
0x044b48e46b0b7b8b639364cc90875a0f7d4537ec,proxy_multisig,multisig,ethereum
0x63f760734b6f6be77bbc82b723e56f85820df671,instadapp,defi_aggr,ethereum
0x1ee962529de8a386e5cc188fbbad9e0453edcfa0,argent,proxy,ethereum
0x51afdba5596474c3a0af60f5fb091226ac111e0c,gearbox,lending,ethereum
0x4bc42e9470199d8fdb831fdcb4db37c393a7b043,gearbox,lending,ethereum
0xeaf047adff888526210b95e2f1f9d10f5053574c,gnosis_safe,multisig,ethereum
0x45c4d1376943ab28802b995acffc04903eb5223f,balancer_v2,liquidity_pool,arbitrum
0xff69201019e25e3f8f3180fabdb58d60afed9a1d,uniswap_v3,liquidity_pool,polygon
0x7eaafd601977d0f1aae82e05461d23c0701bb6a5,gnosis_safe,multisig,ethereum
0x0dd3e7764081c3c0cd2d72cc09410c655cf7ff85,gnosis_safe,multisig,ethereum
0x0d459a3287afec25c0580691e9944d65feabb155,pendle,yield,ethereum
0x5364d336c2d2391717bd366b29b6f351842d7f82,yield_protocol,yield,ethereum
0xd00477fad8a68309d76f9f86af878884f1341350,uniswap_v3,liquidity_pool,arbitrum
0xebc498895382ddcbd247b2945ba116157d361134,argent,proxy,ethereum
0xd09f16830172e6073e8e5ee5053f35010f1c7d7a,proxy,multisig,ethereum
0x0eb1c92f9f5ec9d817968afddb4b46c564cdedbe,maverick,liquidity_pool,ethereum
0xc5c247580a4a6e4d3811c0da6215057aac480bac,velodrome,liquidity_pool,optimism
0x54cc80cc99fb7946e492cd8c306b645488e54905,gnosis_safe,multisig,ethereum
0x3a24fea1509e1baeb2d2a7c819a191aa441825ea,gnosis_safe,multisig,ethereum
0x4305bafe9ff70a0b1661605acc8c1b166ca06504,gnosis_safe,multisig,ethereum
0x73aaf8694ba137a7537e7ef544fcf5e2475f227b,angle_protocol,lending,ethereum
0x5d527c9641effeb3802f2ffafdd15a1b95e41c8c,maker?,lending,ethereum
0x33181b519cd503db862ab291fbe89e9f01083490,unknown8,others,ethereum
0x73fd92237dd006057a6e4cd81a98628069baedb5,gnosis_safe,multisig,ethereum
0x79c482d94475c3fba518905eed80f1982c6e1442,gnosis_safe,multisig,ethereum
0x0bc3807ec262cb779b38d65b38158acc3bfede10,nouns,treasury,ethereum
0x2b0024ecee0626e9cfb5f0195f69dcac5b759dc9,gravita,lending,ethereum
0x1a7450aacc67d90afb9e2c056229973354cc8987,granary,lending,optimism
0x77fe0c0caf38e39e49644170fa55274dfbb183a5,gnosis_safe,multisig,ethereum
0x3b640748d96c6ec3e0148d41a25a311042e5cd73,gnosis_safe,multisig,ethereum
0x21fb757c2d3a5c574e8721027c3d7a506d77b6b3,element finance,yield,ethereum
0x133dadace975ba195e3940bbf30f6f80ba90d5fb,gnosis_safe,multisig,ethereum
0x36bf227d6bac96e2ab1ebb5492ecec69c691943f,balancer_v2,liquidity_pool,arbitrum
0x9aea1545fa5093b7b0ee2526eb18a521f75004b9,gamma,liquidity_pool,polygon
0x3bd1b0fb2f0cb666faccdd0afb1f20e4b91ea660,gnosis_safe,multisig,ethereum
0x00e286b5256aa6cf252d5a8a5a7b8c20ec3bc4d5,gnosis_safe,multisig,ethereum
0x82562507429876486b60af4f32390ef0947b3d13,aave_v3,lending,ethereum
0x63b2f35c5d99fc5efedf6fc4661b27a5066d39ba,uniswap_v3,liquidity_pool,arbitrum
0xa66c4e1d716d4d5ee554d162a3d3e67bb4cec06c,proxy,others,ethereum
0xd39b35cf662721104ed1e7935c35e744a6ae9af1,argent,proxy,ethereum
0x42c248d137512907048021b30d9da17f48b5b7b2,radiant,lending,arbitrum
0x8a0e4afa935d795d5c537e4614976d1acbd4faa8,gnosis_safe,multisig,ethereum
0x9162b49919a70c3dcec6ad3bfa0feffb6d14aa5a,unknown17,others,ethereum
0x07a04253e22b919f0d540fa505bcd9fcc0ee6d20,gnosis_safe,multisig,ethereum
0xdc7b28976d6eb13082a5be7c66f9dcfe0115738f,proxy_multisig,multisig,ethereum
